time,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,GyroX2,GyroY2,GyroZ2,AccX2,AccY2,AccZ2
7928,-1.95,-0.37,0.63,-0.06,0.05,1.11,-1.95,-0.53,-0.50,-0.08,0.16,0.88
7937,-2.26,-0.53,0.21,-0.05,0.05,1.11,-2.55,-1.15,-0.73,-0.09,0.15,0.89
7946,-1.93,-0.88,0.39,-0.05,0.05,1.12,-1.11,-1.16,-0.27,-0.07,0.15,0.89
7954,-0.03,-0.53,0.63,-0.04,0.06,1.13,0.82,-1.01,0.26,-0.05,0.15,0.89
7963,1.16,-0.31,1.05,-0.03,0.06,1.12,1.63,-0.99,0.35,-0.06,0.15,0.89
7971,1.57,-0.32,0.96,-0.03,0.07,1.11,1.18,-1.11,0.25,-0.06,0.16,0.88
7981,0.28,-0.44,0.93,-0.04,0.07,1.10,-0.31,-0.93,0.16,-0.07,0.17,0.88
7989,-1.63,-0.67,0.73,-0.04,0.07,1.09,-2.24,-1.02,-0.30,-0.07,0.17,0.88
7998,-2.76,-0.73,0.08,-0.05,0.06,1.09,-2.89,-1.05,-0.78,-0.08,0.17,0.88
8006,-3.27,-1.11,-0.29,-0.05,0.06,1.11,-3.89,-0.99,-1.24,-0.07,0.16,0.90
8015,-4.53,-0.82,-0.26,-0.04,0.06,1.11,-4.85,-0.64,-1.22,-0.08,0.16,0.92
8024,-4.34,-0.10,-0.29,-0.04,0.05,1.12,-3.71,0.01,-1.02,-0.07,0.15,0.90
8033,-2.60,0.20,-0.18,-0.03,0.05,1.12,-1.85,-0.05,-1.00,-0.07,0.14,0.89
8041,-1.27,-0.01,-0.18,-0.03,0.05,1.13,-0.60,-0.47,-0.85,-0.07,0.14,0.90
8050,0.20,-0.08,0.37,-0.03,0.04,1.13,0.85,-0.75,-0.58,-0.06,0.14,0.91
8058,1.64,-0.22,0.28,-0.02,0.05,1.15,2.31,-1.07,-0.63,-0.05,0.15,0.91
8068,3.19,-0.24,0.69,-0.03,0.05,1.13,3.63,-1.42,-0.28,-0.05,0.14,0.90
8076,3.83,-0.61,0.55,-0.03,0.05,1.14,3.85,-1.58,-0.29,-0.05,0.15,0.91
8085,3.74,-0.71,0.43,-0.02,0.05,1.13,3.76,-2.14,-0.52,-0.05,0.15,0.89
8093,3.85,-1.16,0.44,-0.03,0.05,1.12,4.17,-2.18,-0.52,-0.05,0.15,0.89
8102,4.35,-1.25,0.26,-0.03,0.06,1.11,4.56,-2.22,-0.61,-0.05,0.16,0.90
8111,4.27,-1.18,0.08,-0.03,0.06,1.11,3.88,-2.58,-0.76,-0.06,0.16,0.88
8120,3.51,-1.63,-0.21,-0.04,0.07,1.13,2.69,-2.74,-0.79,-0.06,0.17,0.90
8128,2.31,-2.21,-0.25,-0.04,0.08,1.11,1.66,-2.89,-0.85,-0.06,0.17,0.89
8137,1.59,-1.89,-0.29,-0.03,0.07,1.12,1.85,-2.53,-0.60,-0.04,0.16,0.88
8145,2.02,-2.12,0.14,-0.02,0.08,1.11,2.21,-2.91,-0.40,-0.05,0.15,0.88
8155,2.37,-2.00,0.38,-0.03,0.07,1.12,2.49,-2.96,0.05,-0.04,0.16,0.89
8163,2.83,-2.02,0.72,-0.03,0.08,1.09,2.89,-2.45,0.05,-0.05,0.15,0.88
8172,2.63,-1.26,0.98,-0.02,0.06,1.07,2.14,-1.61,0.20,-0.06,0.16,0.88
8180,1.11,-0.86,1.08,-0.04,0.07,1.09,0.20,-1.08,0.34,-0.06,0.17,0.87
8189,-0.97,-0.71,0.90,-0.05,0.07,1.09,-1.99,-1.02,-0.31,-0.08,0.17,0.88
8198,-2.61,-0.60,0.61,-0.06,0.07,1.10,-2.86,-0.46,-0.19,-0.07,0.18,0.89
8207,-2.62,-0.25,0.80,-0.06,0.07,1.11,-1.93,-0.24,-0.33,-0.08,0.17,0.89
8215,-1.65,0.21,0.72,-0.05,0.06,1.10,-0.97,0.34,-0.24,-0.07,0.16,0.88
8224,-1.08,0.48,0.37,-0.04,0.05,1.11,-0.32,0.11,-0.31,-0.07,0.16,0.90
8232,-0.11,0.34,0.44,-0.04,0.06,1.13,0.44,-0.16,-0.38,-0.07,0.16,0.90
8242,1.28,0.34,0.56,-0.04,0.06,1.13,2.62,-0.12,-0.22,-0.06,0.16,0.89
8250,3.83,0.94,1.08,-0.04,0.07,1.11,4.46,0.29,0.29,-0.06,0.16,0.89
8259,3.96,1.11,1.18,-0.05,0.07,1.10,2.72,0.39,0.08,-0.06,0.17,0.88
8267,0.73,0.85,0.98,-0.05,0.08,1.09,-1.12,0.13,0.15,-0.07,0.19,0.89
8276,-3.44,0.34,0.71,-0.05,0.08,1.10,-4.34,0.22,-0.36,-0.07,0.18,0.89
8285,-4.60,-0.21,0.48,-0.05,0.06,1.13,-4.22,-0.54,-0.56,-0.07,0.17,0.88
8294,-3.13,-0.98,0.14,-0.05,0.06,1.14,-1.79,-1.30,-0.71,-0.07,0.17,0.89
8302,-0.22,-1.40,0.11,-0.05,0.05,1.14,0.83,-2.32,-0.38,-0.07,0.16,0.90
8311,2.02,-1.77,-0.13,-0.05,0.05,1.16,2.54,-3.39,-0.93,-0.07,0.16,0.90
8320,3.37,-2.61,-0.31,-0.05,0.05,1.14,3.93,-3.76,-0.78,-0.07,0.16,0.90
8329,4.54,-2.73,-0.47,-0.05,0.06,1.13,4.91,-3.94,-1.19,-0.07,0.17,0.90
8337,5.38,-2.54,-0.54,-0.04,0.06,1.12,5.12,-3.99,-1.15,-0.07,0.16,0.89
8346,5.24,-2.41,-0.57,-0.04,0.07,1.12,5.23,-3.85,-1.22,-0.05,0.17,0.89
8354,5.19,-2.69,-0.18,-0.03,0.07,1.11,4.63,-3.62,-0.79,-0.05,0.18,0.90
8364,3.63,-2.49,-0.34,-0.04,0.08,1.11,2.88,-3.32,-0.82,-0.06,0.17,0.89
8372,3.07,-2.21,-0.43,-0.04,0.07,1.12,3.80,-3.26,-0.45,-0.06,0.14,0.88
8381,5.13,-2.13,0.19,-0.04,0.06,1.12,5.90,-3.60,-0.20,-0.05,0.15,0.90
8389,7.11,-2.33,0.28,-0.03,0.08,1.13,7.85,-3.88,-0.57,-0.05,0.20,0.90
8398,9.85,-1.82,-0.35,-0.03,0.07,1.11,12.64,-3.77,-0.88,-0.05,0.17,0.86
8407,14.86,-1.45,0.10,-0.03,0.08,1.11,15.49,-3.88,-0.87,-0.04,0.16,0.86
8416,14.69,-0.98,0.02,-0.01,0.09,1.06,13.54,-3.55,-0.81,-0.03,0.18,0.84
8424,11.92,-1.40,-0.19,-0.01,0.10,1.06,10.08,-3.47,-1.08,-0.03,0.20,0.84
8433,8.13,-1.85,-0.79,-0.01,0.11,1.07,5.93,-3.68,-1.34,-0.04,0.20,0.85
8441,3.77,-2.42,-1.08,-0.02,0.10,1.07,1.18,-3.45,-1.89,-0.04,0.21,0.87
8451,-1.44,-2.74,-1.20,-0.03,0.10,1.08,-3.32,-3.01,-1.98,-0.05,0.19,0.88
8460,-4.43,-2.69,-1.68,-0.03,0.09,1.09,-5.04,-2.57,-2.05,-0.04,0.18,0.89
8468,-4.92,-2.27,-1.44,-0.03,0.09,1.11,-4.55,-2.13,-1.88,-0.05,0.18,0.90
8477,-4.10,-1.68,-1.02,-0.04,0.08,1.11,-4.00,-1.82,-1.49,-0.06,0.17,0.91
8485,-3.66,-1.21,-0.98,-0.04,0.08,1.12,-3.31,-1.61,-1.63,-0.05,0.17,0.90
8495,-2.59,-1.37,-1.07,-0.03,0.07,1.13,-2.16,-1.50,-1.41,-0.05,0.17,0.90
8503,-1.04,-1.27,-0.41,-0.02,0.07,1.13,1.11,-1.66,-1.17,-0.05,0.17,0.89
8512,3.54,-0.50,-0.02,-0.03,0.07,1.12,5.48,-1.57,-0.76,-0.05,0.16,0.88
8520,6.40,-0.32,0.24,-0.04,0.08,1.12,6.16,-1.39,-0.64,-0.06,0.19,0.89
8529,4.73,-0.48,0.10,-0.04,0.09,1.11,3.54,-1.74,-0.73,-0.07,0.19,0.89
8538,2.13,-0.95,-0.29,-0.04,0.09,1.11,1.04,-1.71,-0.95,-0.06,0.19,0.88
8547,-0.03,-1.05,-0.50,-0.04,0.09,1.10,-0.96,-1.63,-1.39,-0.06,0.19,0.89
8555,-2.18,-1.22,-0.79,-0.03,0.09,1.11,-2.68,-1.51,-1.29,-0.04,0.18,0.89
8564,-3.29,-1.46,-0.66,-0.03,0.09,1.10,-4.05,-1.58,-1.21,-0.05,0.18,0.89
8572,-4.92,-1.69,-0.69,-0.03,0.09,1.12,-5.64,-1.94,-1.31,-0.05,0.18,0.88
8582,-5.56,-2.13,-0.24,-0.03,0.09,1.11,-5.52,-1.94,-0.99,-0.06,0.18,0.88
8590,-4.95,-1.93,-0.14,-0.04,0.09,1.10,-4.34,-1.82,-0.52,-0.06,0.18,0.89
8599,-3.34,-1.29,0.42,-0.04,0.08,1.10,-2.49,-1.55,-0.16,-0.06,0.18,0.88
8607,-2.32,-0.91,0.48,-0.04,0.09,1.10,-2.37,-0.98,-0.31,-0.07,0.19,0.88
8616,-3.69,-0.66,0.47,-0.05,0.09,1.09,-4.54,-0.73,-0.62,-0.07,0.19,0.89
8625,-4.98,-0.53,0.14,-0.04,0.09,1.10,-4.74,-0.15,-0.58,-0.06,0.17,0.89
8634,-4.46,0.11,0.12,-0.03,0.09,1.11,-3.44,0.30,-0.71,-0.04,0.18,0.89
8642,-2.97,0.65,0.36,-0.02,0.08,1.11,-2.10,0.53,-0.55,-0.04,0.17,0.89
8651,-1.96,0.92,0.75,-0.02,0.10,1.11,-1.70,0.59,-0.16,-0.03,0.18,0.89
8659,-2.16,0.84,0.37,-0.02,0.09,1.12,-2.00,0.62,-0.44,-0.03,0.19,0.90
8669,-2.45,0.60,0.56,-0.02,0.08,1.12,-1.80,0.20,-0.30,-0.04,0.18,0.88
8677,-1.14,0.32,0.71,-0.02,0.08,1.12,-0.44,-0.42,0.00,-0.05,0.18,0.88
8685,-0.13,-0.33,0.69,-0.03,0.08,1.12,0.05,-0.82,0.02,-0.06,0.18,0.89
8694,-0.98,-0.28,0.24,-0.04,0.08,1.10,-1.86,-0.47,-0.69,-0.07,0.19,0.89
8702,-3.19,-0.27,0.10,-0.04,0.09,1.10,-3.65,-0.19,-0.60,-0.06,0.18,0.89
8712,-3.93,-0.34,0.02,-0.04,0.08,1.13,-3.21,-0.75,-0.97,-0.05,0.18,0.89
8720,-2.31,-0.63,-0.04,-0.03,0.08,1.13,-1.16,-0.81,-0.70,-0.06,0.17,0.89
8729,0.08,-0.07,0.34,-0.03,0.08,1.11,0.76,-0.43,-0.28,-0.05,0.17,0.89
8737,0.88,0.06,0.46,-0.03,0.08,1.11,0.82,-0.47,-0.26,-0.04,0.18,0.88
8747,0.53,-0.08,0.67,-0.02,0.09,1.12,0.85,-0.60,-0.03,-0.04,0.17,0.87
8755,0.81,-0.18,0.80,-0.02,0.09,1.10,1.16,-0.77,0.19,-0.04,0.19,0.87
8764,1.58,-0.20,1.05,-0.03,0.09,1.10,2.13,-1.15,0.24,-0.05,0.17,0.86
8772,1.76,-0.27,0.69,-0.03,0.09,1.09,1.22,-1.29,0.05,-0.06,0.19,0.86
8781,-0.24,-0.73,0.49,-0.04,0.09,1.08,-1.59,-1.32,-0.20,-0.06,0.19,0.86
8790,-3.29,-1.03,0.07,-0.05,0.10,1.10,-4.25,-0.82,-0.58,-0.07,0.19,0.87
8799,-4.87,-0.94,0.02,-0.04,0.09,1.09,-4.87,-0.77,-0.72,-0.07,0.19,0.88
8807,-4.73,-0.65,0.34,-0.05,0.09,1.10,-4.56,-0.61,-0.27,-0.05,0.18,0.90
8816,-4.12,-0.40,0.53,-0.03,0.08,1.11,-3.82,-0.56,-0.23,-0.06,0.17,0.89
8824,-3.24,-0.11,1.05,-0.04,0.08,1.12,-2.72,-0.17,0.04,-0.06,0.17,0.90
8834,-2.39,-0.08,1.02,-0.03,0.08,1.10,-1.40,-0.23,0.34,-0.06,0.17,0.88
8842,-1.02,0.13,1.03,-0.04,0.07,1.10,0.08,-0.17,0.41,-0.06,0.17,0.88
8851,0.36,0.27,1.37,-0.04,0.07,1.11,0.14,-0.11,0.18,-0.07,0.17,0.89
8859,-1.00,0.07,0.98,-0.04,0.08,1.11,-1.70,-0.30,0.14,-0.06,0.18,0.87
8868,-2.39,-0.26,0.88,-0.04,0.08,1.10,-2.53,-0.27,-0.05,-0.06,0.18,0.87
8877,-2.52,-0.53,0.82,-0.04,0.08,1.10,-3.02,-0.47,0.02,-0.05,0.17,0.88
8886,-3.75,-0.33,1.11,-0.03,0.08,1.10,-3.98,-0.24,0.32,-0.06,0.17,0.88
8894,-4.14,-0.67,1.00,-0.03,0.08,1.12,-3.67,-0.70,0.50,-0.06,0.18,0.88
8903,-3.08,-0.85,1.35,-0.04,0.08,1.11,-2.34,-1.19,0.72,-0.05,0.17,0.87
8911,-2.12,-1.69,1.37,-0.03,0.08,1.11,-1.72,-2.32,0.91,-0.05,0.17,0.86
8921,-1.26,-3.00,1.66,-0.03,0.08,1.13,-0.89,-4.39,1.49,-0.04,0.17,0.83
8929,0.14,-5.09,2.03,-0.03,0.08,1.13,0.24,-6.30,1.86,-0.04,0.17,0.84
8938,1.11,-6.76,2.16,-0.03,0.09,1.12,0.82,-8.36,2.21,-0.03,0.18,0.84
8946,1.99,-8.81,2.21,-0.02,0.10,1.13,1.37,-10.79,2.89,-0.03,0.18,0.83
8955,2.48,-11.40,2.44,-0.02,0.11,1.13,0.91,-13.23,3.30,-0.03,0.19,0.84
8964,1.25,-13.74,2.66,-0.01,0.11,1.12,-1.47,-15.00,5.35,0.00,0.21,0.85
8973,-2.66,-15.70,2.82,-0.00,0.10,1.12,-6.79,-15.69,3.99,-0.04,0.22,0.89
8981,-8.59,-16.66,2.40,-0.02,0.12,1.12,-12.59,-16.27,3.78,-0.04,0.22,0.91
8990,-12.53,-17.81,2.08,-0.03,0.11,1.15,-15.38,-17.10,3.05,-0.05,0.21,0.92
8999,-13.31,-19.08,2.05,-0.04,0.10,1.17,-14.98,-18.44,3.22,-0.07,0.19,0.93
9009,-12.15,-19.94,1.74,-0.04,0.09,1.19,-13.30,-19.89,3.18,-0.05,0.19,0.94
9017,-9.92,-20.90,1.54,-0.04,0.09,1.19,-10.91,-20.98,3.12,-0.05,0.20,0.91
9026,-7.29,-22.37,1.79,-0.03,0.09,1.18,-9.01,-23.05,3.54,-0.05,0.20,0.91
9035,-6.46,-24.26,1.27,-0.03,0.09,1.21,-9.83,-25.61,3.01,-0.05,0.20,0.92
9043,-8.06,-27.76,0.40,-0.04,0.09,1.23,-11.56,-29.58,2.56,-0.05,0.20,0.92
9053,-8.34,-31.04,-0.53,-0.04,0.08,1.25,-10.89,-32.94,2.29,-0.06,0.19,0.92
9062,-5.47,-33.65,-0.87,-0.05,0.06,1.23,-7.33,-35.60,2.12,-0.07,0.18,0.92
9070,-1.55,-35.67,-1.02,-0.05,0.08,1.21,-4.69,-38.11,2.54,-0.06,0.18,0.92
9079,-0.25,-37.46,-1.11,-0.04,0.09,1.21,-4.81,-40.35,2.90,-0.04,0.19,0.92
9088,-0.92,-39.79,-1.29,-0.03,0.09,1.19,-6.54,-42.69,3.56,-0.03,0.19,0.90
9097,-3.09,-42.60,-1.09,-0.01,0.11,1.20,-9.60,-46.14,4.33,0.00,0.19,0.88
9106,-6.69,-46.08,-0.70,0.01,0.13,1.19,-14.70,-48.58,4.96,0.01,0.20,0.89
9114,-12.48,-50.13,-0.77,0.01,0.12,1.20,-21.99,-51.05,4.76,0.01,0.21,0.91
9123,-19.80,-53.96,-0.61,0.01,0.13,1.21,-29.50,-54.06,5.25,0.00,0.19,0.93
9133,-26.79,-57.82,-0.40,-0.01,0.11,1.22,-36.01,-57.46,5.42,-0.01,0.19,0.94
9141,-30.43,-62.37,-1.04,-0.01,0.09,1.28,-38.14,-61.52,5.66,-0.00,0.18,0.94
9150,-30.52,-66.79,-1.63,0.01,0.06,1.31,-37.21,-66.29,5.34,0.00,0.16,0.98
9159,-27.45,-71.21,-2.08,0.00,0.04,1.35,-32.98,-71.12,5.05,0.02,0.15,1.00
9167,-20.73,-74.63,-3.04,0.04,0.02,1.36,-24.14,-75.32,5.11,0.06,0.12,1.00
9177,-7.94,-77.05,-2.92,0.07,-0.01,1.37,-9.05,-79.26,5.75,0.08,0.09,0.99
9186,9.77,-79.62,-2.39,0.09,-0.02,1.36,10.15,-83.50,6.79,0.12,0.08,0.97
9194,29.98,-81.19,-1.19,0.12,-0.01,1.34,30.66,-88.37,8.23,0.13,0.09,0.92
9203,48.67,-83.63,0.27,0.12,0.00,1.27,45.48,-92.53,10.47,0.13,0.10,0.89
9212,60.35,-86.56,1.84,0.11,0.04,1.22,51.87,-95.63,12.18,0.17,0.12,0.86
9222,60.65,-89.98,2.79,0.13,0.08,1.16,45.64,-99.30,13.46,0.17,0.16,0.85
9230,48.92,-95.32,3.76,0.15,0.12,1.14,29.92,-101.34,14.55,0.19,0.17,0.87
9239,31.48,-99.31,4.15,0.15,0.13,1.14,10.95,-103.54,15.40,0.20,0.18,0.91
9248,14.82,-103.40,4.31,0.17,0.13,1.17,-3.05,-106.04,16.03,0.21,0.17,0.90
9257,4.63,-107.50,4.58,0.20,0.11,1.21,-10.50,-109.81,16.93,0.24,0.14,0.94
9267,0.60,-111.92,4.63,0.21,0.06,1.25,-12.06,-114.49,17.27,0.27,0.11,0.92
9275,2.42,-116.58,4.81,0.25,0.03,1.29,-8.24,-119.53,18.00,0.30,0.09,0.93
9284,8.76,-120.47,4.66,0.27,0.02,1.27,-0.47,-124.08,18.82,0.31,0.07,0.91
9293,19.14,-123.29,5.54,0.26,0.01,1.25,11.51,-127.05,19.82,0.33,0.08,0.89
9303,33.15,-123.53,6.74,0.27,0.01,1.17,24.99,-127.64,21.36,0.33,0.08,0.87
9312,43.29,-121.77,8.21,0.30,0.06,1.11,31.41,-127.52,22.63,0.34,0.11,0.88
9320,45.47,-121.59,8.85,0.30,0.04,1.05,30.54,-127.29,22.93,0.34,0.14,0.86
9329,41.34,-122.34,9.32,0.30,0.12,1.06,22.95,-126.91,22.97,0.37,0.16,0.83
9338,32.52,-122.66,9.44,0.35,0.10,1.02,15.56,-126.15,23.18,0.43,0.13,0.79
9348,25.98,-122.31,9.69,0.39,0.13,0.97,7.40,-124.97,23.44,0.46,0.16,0.77
9357,15.74,-123.58,9.72,0.42,0.15,0.98,-3.92,-124.85,24.04,0.50,0.18,0.78
9366,4.60,-125.35,9.35,0.46,0.16,1.01,-12.56,-125.98,23.98,0.49,0.15,0.77
9374,-1.31,-128.11,8.72,0.45,0.11,1.04,-15.79,-126.77,25.76,0.49,0.14,0.77
9383,-1.72,-128.31,7.69,0.45,0.06,0.97,-15.74,-126.73,21.39,0.49,0.13,0.80
9393,-0.45,-125.63,6.32,0.44,0.06,0.94,-13.06,-123.47,19.42,0.48,0.13,0.83
9402,1.47,-119.45,5.21,0.47,0.10,0.92,-10.77,-117.10,17.73,0.49,0.18,0.89
9411,5.77,-111.82,4.14,0.49,0.09,0.88,-2.65,-109.69,16.64,0.51,0.16,0.85
9419,15.50,-103.92,4.99,0.49,0.11,0.88,8.06,-103.73,16.34,0.55,0.14,0.79
9428,22.48,-97.29,5.92,0.54,0.16,0.88,16.32,-96.48,15.92,0.58,0.12,0.74
9438,32.01,-91.99,6.34,0.55,0.14,0.85,23.31,-92.21,16.65,0.62,0.13,0.72
9447,35.63,-85.08,6.46,0.62,0.09,0.78,27.12,-87.62,16.24,0.61,0.12,0.69
9455,36.12,-80.74,7.34,0.63,0.13,0.79,27.63,-83.56,15.58,0.61,0.16,0.67
9464,37.22,-75.23,6.97,0.62,0.15,0.78,28.73,-78.66,15.76,0.60,0.18,0.68
9474,38.36,-71.70,7.69,0.59,0.19,0.75,31.31,-73.80,15.46,0.60,0.18,0.63
9483,40.63,-67.02,7.88,0.59,0.15,0.74,33.22,-69.38,15.23,0.60,0.17,0.63
9491,41.26,-61.67,7.80,0.61,0.14,0.71,34.98,-64.14,14.60,0.61,0.14,0.59
9500,42.34,-56.81,8.66,0.63,0.18,0.66,36.18,-58.40,14.13,0.63,0.16,0.58
9509,40.18,-50.00,9.46,0.64,0.24,0.65,34.92,-51.68,13.88,0.62,0.14,0.55
9519,38.40,-44.20,9.79,0.62,0.20,0.61,31.37,-44.44,14.35,0.63,0.20,0.58
9527,32.44,-36.59,10.19,0.63,0.26,0.60,25.85,-36.27,13.49,0.63,0.17,0.58
9536,25.18,-30.32,10.66,0.64,0.23,0.60,17.87,-28.95,12.88,0.65,0.19,0.60
9545,15.29,-24.27,10.70,0.65,0.24,0.62,8.08,-21.73,11.53,0.64,0.20,0.59
9554,4.45,-17.27,9.44,0.69,0.18,0.58,-0.81,-15.13,10.18,0.64,0.18,0.58
9563,-2.83,-11.93,8.78,0.68,0.18,0.60,-5.40,-8.07,8.82,0.65,0.16,0.58
9572,-5.33,-5.83,8.02,0.67,0.15,0.61,-5.22,-1.82,6.96,0.64,0.15,0.58
9581,-4.73,0.97,7.21,0.68,0.12,0.62,-2.81,4.63,5.35,0.64,0.14,0.57
9589,-1.28,7.67,5.82,0.69,0.06,0.61,1.64,10.69,3.25,0.64,0.13,0.57
9598,-0.16,14.10,5.20,0.68,0.15,0.62,1.11,17.00,1.79,0.64,0.16,0.59
9607,-2.77,20.10,3.46,0.67,0.13,0.62,-1.94,23.10,-0.82,0.63,0.16,0.58
9616,-6.79,26.05,2.08,0.67,0.14,0.62,-4.64,29.58,-3.04,0.64,0.17,0.59
9624,-9.31,32.50,0.43,0.67,0.15,0.63,-5.77,36.11,-5.28,0.64,0.17,0.60
9633,-10.40,38.99,-0.71,0.67,0.15,0.64,-5.43,43.16,-7.10,0.65,0.17,0.62
9643,-9.99,46.08,-1.44,0.67,0.16,0.65,-3.26,50.17,-8.59,0.65,0.17,0.62
9651,-8.15,53.79,-2.38,0.67,0.16,0.66,-0.47,57.30,-10.05,0.65,0.17,0.62
9660,-5.90,60.89,-2.95,0.68,0.15,0.67,2.53,64.14,-12.05,0.65,0.17,0.64
9669,-3.85,68.12,-3.63,0.66,0.15,0.68,5.76,70.92,-13.09,0.65,0.16,0.64
9677,-1.02,75.11,-3.98,0.65,0.16,0.69,9.07,77.19,-14.17,0.64,0.16,0.61
9687,1.17,81.71,-3.92,0.65,0.16,0.68,11.75,83.15,-14.77,0.64,0.16,0.62
9696,1.53,87.89,-3.80,0.64,0.17,0.68,10.88,89.26,-15.40,0.63,0.16,0.63
9704,-1.57,92.95,-3.94,0.62,0.18,0.69,7.53,95.01,-15.98,0.62,0.16,0.62
9713,-6.23,97.21,-4.31,0.58,0.17,0.71,3.45,99.04,-16.69,0.62,0.16,0.62
9722,-9.95,101.06,-4.11,0.59,0.15,0.77,0.26,102.16,-17.16,0.60,0.15,0.63
9731,-13.49,103.06,-4.22,0.60,0.15,0.84,-2.76,104.23,-17.82,0.59,0.17,0.67
9740,-14.47,103.21,-4.66,0.54,0.15,0.89,-0.50,104.51,-17.70,0.55,0.16,0.69
9749,-8.45,104.42,-4.37,0.52,0.13,0.94,8.92,104.11,-17.28,0.53,0.14,0.70
9758,3.06,105.69,-3.98,0.51,0.13,0.95,20.84,103.80,-17.04,0.52,0.13,0.70
9766,13.85,106.69,-3.54,0.50,0.12,0.91,29.83,103.92,-17.11,0.52,0.15,0.70
9776,19.60,109.02,-3.84,0.49,0.15,0.87,32.21,105.62,-17.78,0.51,0.18,0.66
9785,17.45,111.08,-4.43,0.48,0.20,0.80,26.82,108.44,-18.69,0.52,0.21,0.65
9794,8.18,111.31,-4.85,0.46,0.24,0.80,14.75,110.34,-18.78,0.50,0.24,0.66
9803,-6.59,110.49,-4.79,0.44,0.25,0.83,-1.48,110.92,-18.47,0.48,0.25,0.67
9811,-22.52,108.44,-4.88,0.41,0.24,0.93,-16.55,110.15,-18.11,0.45,0.24,0.72
9821,-34.09,106.33,-4.59,0.40,0.22,0.97,-24.48,109.11,-17.53,0.43,0.23,0.77
9830,-38.55,104.08,-4.29,0.37,0.18,1.06,-26.77,107.86,-17.60,0.40,0.22,0.83
9839,-38.24,103.21,-4.85,0.35,0.12,1.11,-24.22,107.60,-18.20,0.37,0.21,0.85
9848,-34.43,103.05,-5.55,0.35,0.10,1.13,-21.29,106.40,-19.24,0.34,0.22,0.88
9858,-33.24,101.49,-6.67,0.29,0.13,1.17,-21.99,104.61,-20.31,0.31,0.25,0.92
9867,-34.26,100.05,-7.70,0.26,0.18,1.20,-21.67,103.08,-20.17,0.28,0.26,0.92
9875,-31.47,99.05,-7.80,0.23,0.17,1.21,-16.95,102.19,-20.34,0.27,0.25,0.91
9884,-25.55,99.87,-7.43,0.22,0.15,1.16,-10.76,103.37,-20.40,0.25,0.24,0.92
9893,-20.47,102.21,-7.73,0.22,0.15,1.12,-7.17,105.08,-20.74,0.24,0.24,0.93
9903,-20.18,103.89,-8.32,0.21,0.16,1.12,-9.89,106.27,-22.15,0.23,0.26,0.96
9912,-26.11,104.24,-9.94,0.19,0.15,1.15,-17.05,107.39,-24.23,0.22,0.25,0.99
9920,-32.45,104.64,-11.96,0.19,0.10,1.20,-21.69,107.91,-26.16,0.22,0.24,0.99
9929,-35.90,104.87,-13.71,0.18,0.10,1.22,-23.93,108.52,-27.92,0.20,0.22,1.00
9938,-37.31,104.50,-14.69,0.15,0.11,1.23,-25.62,107.76,-28.28,0.18,0.22,1.03
9948,-38.60,104.17,-14.71,0.13,0.11,1.27,-27.02,107.79,-28.64,0.16,0.22,1.04
9957,-39.33,104.52,-15.40,0.11,0.12,1.27,-26.79,108.29,-29.04,0.14,0.24,1.05
9966,-38.53,105.37,-15.82,0.11,0.11,1.26,-26.00,109.66,-29.95,0.13,0.23,1.05
9975,-38.79,107.19,-16.34,0.10,0.09,1.22,-27.53,111.79,-31.68,0.13,0.21,1.07
9985,-41.29,109.35,-17.14,0.10,0.07,1.23,-30.14,113.79,-32.34,0.13,0.20,1.05
9994,-44.72,111.44,-17.93,0.09,0.07,1.23,-34.74,116.00,-33.09,0.12,0.19,1.04
10002,-50.50,111.31,-18.76,0.08,0.06,1.21,-41.60,117.71,-34.34,0.10,0.19,1.03
10011,-57.92,111.56,-18.87,0.06,0.08,1.22,-49.15,118.31,-34.56,0.09,0.19,1.03
10020,-64.21,111.33,-18.58,0.05,0.07,1.21,-54.05,119.27,-34.34,0.06,0.18,1.00
10030,-67.32,111.50,-17.65,0.02,0.07,1.21,-55.85,119.79,-32.66,0.04,0.14,0.99
10039,-68.30,111.24,-16.95,0.00,0.00,1.19,-57.36,118.67,-31.47,0.04,0.14,0.97
10048,-71.58,110.88,-16.57,-0.05,-0.02,1.18,-60.85,119.60,-31.89,-0.05,0.09,0.99
10057,-71.58,111.69,-16.84,-0.07,-0.05,1.21,-56.06,120.89,-33.68,-0.06,0.10,1.02
10066,-63.56,113.51,-17.15,-0.09,-0.07,1.25,-47.03,120.66,-31.80,-0.07,0.08,1.04
10076,-54.37,115.38,-15.89,-0.11,-0.08,1.24,-37.90,123.03,-30.11,-0.10,0.05,1.04
10085,-46.80,117.53,-14.22,-0.13,-0.05,1.24,-30.47,124.33,-30.68,-0.10,0.05,1.01
10094,-39.78,118.98,-12.26,-0.14,-0.03,1.21,-24.12,124.14,-28.82,-0.09,0.08,0.99
10103,-35.86,120.29,-10.95,-0.13,-0.02,1.16,-22.04,124.98,-28.18,-0.12,0.09,0.96
10113,-35.53,121.18,-10.33,-0.15,-0.01,1.12,-22.11,126.60,-28.51,-0.11,0.09,0.90
10122,-35.59,122.01,-10.34,-0.14,-0.04,1.05,-22.69,128.03,-30.73,-0.14,0.09,0.86
